"n_grp","start","end","text","video_id","suffix"
403,1021.949,1022.6,"faire la part des choses.","mjdbw7M0LRI","bfm"
404,1022.6,1025.63,"Donc vous ne cautionnez pas le fait que des militantes est tenté d'annuler, de","mjdbw7M0LRI","bfm"
405,1025.63,1028.16,"faire annuler effectivement ce","mjdbw7M0LRI","bfm"
406,1028.16,1030.99,"spectacle. Est-ce que vous cautionnez l'expression salon ? Est-ce qu'une","mjdbw7M0LRI","bfm"
407,1030.99,1032.079,"est-ce que ça vous a choqué quand vous","mjdbw7M0LRI","bfm"
408,1032.079,1035.829,"avez suite Macron avec Je dois vous dire que là je suis concentrée sur le budget.","mjdbw7M0LRI","bfm"
409,1035.829,1037.36,"Je pense qu'on a tous parfois des mots","mjdbw7M0LRI","bfm"
410,1037.36,1041.029,"qui sont du langage trivial. Je pense qu'on comprend tous bien à quel point","mjdbw7M0LRI","bfm"
411,1041.029,1043.839,"pour un artiste être empêché de faire","mjdbw7M0LRI","bfm"
412,1043.839,1047.029,"son métier au motif de choses qui d'ailleurs n'ont rien à voir avec le","mjdbw7M0LRI","bfm"
413,1047.029,1049.12,"spectacle et bien ça peut amener de","mjdbw7M0LRI","bfm"
414,1049.12,1052.549,"l'agacement et donc effectivement des Donc vous comprenez l'agacement de la","mjdbw7M0LRI","bfm"
415,1052.549,1053.88,"première dame, vous comprenez moins le","mjdbw7M0LRI","bfm"
416,1053.88,1056.19,"vocabulaire. Mais surtout le vocabulaire, elle a pas fait une","mjdbw7M0LRI","bfm"
417,1056.19,1057.72,"conférence de presse pour dire ça. Donc","mjdbw7M0LRI","bfm"
418,1057.72,1061.59,"c'est aussi des propos qui sont des propos volés dans un espace privé. Donc","mjdbw7M0LRI","bfm"
419,1061.59,1063.799,"où est-ce que j'ai à dire à nouveau, je","mjdbw7M0LRI","bfm"
420,1063.799,1066.51,"vais pas faire ni de la petite phrase, ni la petite polémique, ni de la grande","mjdbw7M0LRI","bfm"
421,1066.51,1068.08,"politique ce matin. Aujourd'hui, moi mon","mjdbw7M0LRI","bfm"
422,1068.08,1071.75,"métier, mon rôle, ma mission ce matin, c'est est-ce que dans 3 semaines pour","mjdbw7M0LRI","bfm"
423,1071.75,1073.4,"les Français, pour les personnes en","mjdbw7M0LRI","bfm"
424,1073.4,1077.07,"situation de handicap, pour les personnes âgées, pour les féministes ?","mjdbw7M0LRI","bfm"
425,1077.07,1078.679,"Parce que dans ce budget, il y a aussi","mjdbw7M0LRI","bfm"
426,1078.679,1082.31,"beaucoup d'actions qu'on va mener pour la santé notamment sexuelle, pour la","mjdbw7M0LRI","bfm"
427,1082.31,1084.6,"prévention, pour un entretien médical","mjdbw7M0LRI","bfm"
428,1084.6,1087.47,"long entre 45 et 65 ans pour toutes les femmes, notamment pour préparer la","mjdbw7M0LRI","bfm"
429,1087.47,1089.6,"ménopause. Vous voyez le féminisme, ça","mjdbw7M0LRI","bfm"
430,1089.6,1092.51,"peut se faire à beaucoup d'endroits et ben ça se fait aussi dans le budget et","mjdbw7M0LRI","bfm"
431,1092.51,1094.6,"on peut pour ça voyez avoir des mots et","mjdbw7M0LRI","bfm"
432,1094.6,1097.31,"des sourires en se disant qu'on a des combats mais que parfois aussi on essaie","mjdbw7M0LRI","bfm"
433,1097.31,1098.72,"d'avoir des résultats. Merci Améliie de","mjdbw7M0LRI","bfm"
434,1098.72,1100.96,"d'avoir des résultats. Merci Améliie de mon chalin.","mjdbw7M0LRI","bfm"
0,0.24,4.15,"Il est 8h28 si vous êtes bien sur RMC et BFM TV. Bonjour Sébastien Chenu.","p6Pzs3iGwNk","bfm"
1,4.15,4.68,"Bonjour madame.","p6Pzs3iGwNk","bfm"
2,4.68,7.63,"Vous êtes député RN du Nord, vous êtes vice-président de l'Assemblée nationale.","p6Pzs3iGwNk","bfm"
3,7.63,9.24,"On va évidemment revenir sur ce budget","p6Pzs3iGwNk","bfm"
4,9.24,13.47,"qui a fini par être voté hier, mais j'avoue être extrêmement surprise ce","p6Pzs3iGwNk","bfm"
5,13.47,14.92,"matin de découvrir la relation","p6Pzs3iGwNk","bfm"
6,14.92,18.95,"épistolaire que vous avez noué avec Nicolas Sarkozi. Il vous consacre","p6Pzs3iGwNk","bfm"
7,18.95,21.199,"Nicolas Sarkozi deux pages dans son","p6Pzs3iGwNk","bfm"
8,21.199,25.95,"livre qui paraît aujourd'hui. Il dit de vous que lui que vous lui avez euh","p6Pzs3iGwNk","bfm"
9,25.95,27.199,"écrit, que vous lui avez, je cite,","p6Pzs3iGwNk","bfm"
10,27.199,31.07,"adressé euh des courriers de soutien, que vous vous êtes même engagé à lui","p6Pzs3iGwNk","bfm"
11,31.07,32.32,"adresser un courrier de soutien chaque","p6Pzs3iGwNk","bfm"
12,32.32,35.389,"semaine, aussi longtemps que durerait mon incarcération, dit euh Nicolas","p6Pzs3iGwNk","bfm"
13,35.389,37.32,"Sarkozi, il parle de missive assez","p6Pzs3iGwNk","bfm"
14,37.32,40.869,"longues, bien loin des messages s'inspirant de text habituels. Le","p6Pzs3iGwNk","bfm"
15,40.869,42.879,"contenu était sensible, personnel,","p6Pzs3iGwNk","bfm"
16,42.879,48.389,"humain. Il parle de vous comme d'une personnalité, je cite, sensible, capable","p6Pzs3iGwNk","bfm"
17,48.389,49.92,"de s'élever au-dessus des querelles","p6Pzs3iGwNk","bfm"
18,49.92,53.43,"politiciennes pour aller à l'essentiel des rapports humains. Je n'oublierai pas","p6Pzs3iGwNk","bfm"
19,53.43,55.239,"l'étonnement qui fut le mien et le","p6Pzs3iGwNk","bfm"
20,55.239,59.709,"bienfait que cela me procura. Pourquoi vous lui avez écrit ?","p6Pzs3iGwNk","bfm"
21,59.709,61.199,"D'abord parce que Nicolas Sarkozi","p6Pzs3iGwNk","bfm"
22,61.199,66.71,"traversait une situation difficile et injuste. J'ai horreur de l'injustice.","p6Pzs3iGwNk","bfm"
23,66.71,68.28,"J'ai considérer que la mesure","p6Pzs3iGwNk","bfm"
24,68.28,71.789,"d'exécution provisoire qui lui était infligée alors qu'il était présumé","p6Pzs3iGwNk","bfm"
25,71.789,74.4,"innocent et qu'il devait continuer à","p6Pzs3iGwNk","bfm"
26,74.4,77.63,"batailler pour faire valoir cette innocence et bien cette mesure","p6Pzs3iGwNk","bfm"
27,77.63,79.84,"d'exécution provisoire qui l'enfermait,","p6Pzs3iGwNk","bfm"
28,79.84,85.19,"qui l'incarcérait était injuste et humiliante. J'ai considéré que tout en","p6Pzs3iGwNk","bfm"
29,85.19,87.079,"ayant quitté la famille des républicains","p6Pzs3iGwNk","bfm"
30,87.079,90.99,"il y a bien longtemps, c'était encore l'UMP lorsque je suis parti et en ayant","p6Pzs3iGwNk","bfm"
31,90.99,92.6,"été très heureux de rejoindre Marine Le","p6Pzs3iGwNk","bfm"
32,92.6,95.99,"Pen, je n'ai pas oublié parce que je pense que dans la vie, il ne faut pas se","p6Pzs3iGwNk","bfm"
33,95.99,98.56,"renier, je n'ai pas oublié mes années de","p6Pzs3iGwNk","bfm"
34,98.56,103.429,"campagne auprès de Nicolas Sarkozy et j'ai considéré que lorsque un homme a un","p6Pzs3iGwNk","bfm"
35,103.429,105.36,"genou à terre, c'était le cas de Nicolas","p6Pzs3iGwNk","bfm"
36,105.36,109.59,"Sarkozi, il est normal de lui adresser un message de soutien. C'est comme ça","p6Pzs3iGwNk","bfm"
37,109.59,110.28,"que je vois les choses dans la vie.","p6Pzs3iGwNk","bfm"
38,110.28,113.27,"Est-ce que vous lui avez même vous l'avez invité à ne pas tourner le dos à","p6Pzs3iGwNk","bfm"
39,113.27,114.479,"la France et à la politique. C'est comme","p6Pzs3iGwNk","bfm"
40,114.479,117.789,"ça qu'il le dit. Nous avons besoin de votre expérience. L'avez-vous dit ? Oui,","p6Pzs3iGwNk","bfm"
41,117.789,119.92,"c'est vrai. Je crois que euh les euh","p6Pzs3iGwNk","bfm"
42,119.92,124.23,"déclarations de Nicolas SarkoZi qui sont faites à la lumière de l'expérience qui","p6Pzs3iGwNk","bfm"
43,124.23,125.84,"est la sienne, euh ce qu'il dit","p6Pzs3iGwNk","bfm"
44,125.84,130.19,"aujourd'hui euh du Rassemblement national euh de Marine Le Pen, de l'État","p6Pzs3iGwNk","bfm"
45,130.19,132.28,"du pays, de ce qu'a fait Emmanuel Macron","p6Pzs3iGwNk","bfm"
46,132.28,137.91,"de notre pays montre qu'il a euh le recul, l'expérience pour pouvoir juger.","p6Pzs3iGwNk","bfm"
47,137.91,140.48,"J'ai lu un certain nombre de pages, ce","p6Pzs3iGwNk","bfm"
48,140.48,143.19,"qu'on appelle les bonnes pages. Je vais évidemment l'acheter. Je crois qu'il","p6Pzs3iGwNk","bfm"
49,143.19,145.44,"sort aujourd'hui. Euh je l'achèterai.","p6Pzs3iGwNk","bfm"
50,145.44,148.67,"Il y a beaucoup de choses aussi sur le RN. Euh et au-delà de ce qu'il dit de","p6Pzs3iGwNk","bfm"
51,148.67,150.599,"vous, je voudrais vous entendre sur ce","p6Pzs3iGwNk","bfm"
52,150.599,155.35,"qu'il dit au fond d'une union de fait du côté au minimum des électeurs. Et vous","p6Pzs3iGwNk","bfm"
53,155.35,157.44,"en êtes l'incarnation, vous qui vous le","p6Pzs3iGwNk","bfm"
54,157.44,161.589,"rappeliez, êtes passé euh des Républicains ORN aujourd'hui et","p6Pzs3iGwNk","bfm"
55,161.589,163.84,"semble-t-il, vous ne reniez pas aussi","p6Pzs3iGwNk","bfm"
56,163.84,167.39,"cette partie-là. Il dit beaucoup d'actuels électeurs de Marine Le Pen ou","p6Pzs3iGwNk","bfm"
57,167.39,169.319,"Jordan Bardella étaient à mes côtés","p6Pzs3iGwNk","bfm"
58,169.319,172.309,"lorsque j'étais dans la politique active. Jamais lorsque j'étais président","p6Pzs3iGwNk","bfm"
59,172.309,174.2,"de l'UMP, ni le père ni la fille n'ont","p6Pzs3iGwNk","bfm"
60,174.2,176.83,"été présents au second tour de l'élection présidentielle. insulter les","p6Pzs3iGwNk","bfm"
61,176.83,178.519,"dirigeants du Rassemblement national,","p6Pzs3iGwNk","bfm"
62,178.519,183.309,"c'est insulter leurs électeurs, donc les nôtres au moins potentiellement. Il","p6Pzs3iGwNk","bfm"
63,183.309,185.36,"estime qu'il y a une sorte de porosité","p6Pzs3iGwNk","bfm"
64,185.36,188.99,"au minimum dans vos électorats. Oui, enfin le Rassemblement national, je","p6Pzs3iGwNk","bfm"
65,188.99,191.36,"crois, n'est pas enfermable dans ce","p6Pzs3iGwNk","bfm"
66,191.36,195.229,"qu'on peut appeler la droite uniquement. Le Rassemblement national touche et","p6Pzs3iGwNk","bfm"
67,195.229,197.239,"rassemble bien plus largement que des","p6Pzs3iGwNk","bfm"
68,197.239,202.149,"électeurs de droite ou que des électeurs déçus DLR. Si nous avons tant de","p6Pzs3iGwNk","bfm"
69,202.149,204.44,"députés, si Marine Le Pen fait des","p6Pzs3iGwNk","bfm"
70,204.44,207.63,"scores tellement importants, si Jordan Bardella est en tête des élections,","p6Pzs3iGwNk","bfm"
71,207.63,209.2,"c'est parce que nous rassemblons des","p6Pzs3iGwNk","bfm"
72,209.2,212.589,"électeurs qui viennent d'univers politique très différent. Mais je crois","p6Pzs3iGwNk","bfm"
73,212.589,213.959,"que Nicolas Sarkozi dit une chose qui","p6Pzs3iGwNk","bfm"
74,213.959,218.03,"est intéressante. Il dit que le Rassemblement national est le centre de","p6Pzs3iGwNk","bfm"
75,218.03,220.319,"l'opposition dans le pays, que ça se","p6Pzs3iGwNk","bfm"
76,220.319,224.149,"fait autour de lui. Enfin, il vous RPIS, si je peux","p6Pzs3iGwNk","bfm"
77,224.149,225.76,"permettre l'expression. Il dit que","p6Pzs3iGwNk","bfm"
78,225.76,229.229,"lorsqu'il a pour la première fois rencontré Jordan Bardella, il m'a fait","p6Pzs3iGwNk","bfm"
79,229.229,231.64,"penser, dit-il, au RPR au temps de","p6Pzs3iGwNk","bfm"
80,231.64,234.39,"Jacques Chirac. Oui, mais c'est pas désobligeant.","p6Pzs3iGwNk","bfm"
81,234.39,236.2,"D'ailleurs, c'était un mouvement en","p6Pzs3iGwNk","bfm"
82,236.2,241.75,"conquête. C'était un mouvement le RPR qui rassemblait à la fois les ouvriers,","p6Pzs3iGwNk","bfm"
83,241.75,243.959,"les patrons. C'était le gaolisme,","p6Pzs3iGwNk","bfm"
84,243.959,247.509,"c'était je crois comme le le définissait, je crois que c'est Pompidou","p6Pzs3iGwNk","bfm"
85,247.509,248.959,"qui disait c'est le c'est le métro à 5h","p6Pzs3iGwNk","bfm"
86,248.959,252.11,"du soir. Et bien je pense que le rassemblement national c'est un peu ça.","p6Pzs3iGwNk","bfm"
87,252.11,252.92,"Est-ce qu'il est pas en train de vous","p6Pzs3iGwNk","bfm"
88,252.92,254.99,"adouber ? Et je ne sais pas dans quelle mesure d'ailleurs c'est une bonne","p6Pzs3iGwNk","bfm"
89,254.99,256.32,"nouvelle pour vous ou pas, mais","p6Pzs3iGwNk","bfm"
90,256.32,260.189,"lorsqu'il dit les exclure du champ républicain serait une erreur et un","p6Pzs3iGwNk","bfm"
91,260.189,262.84,"contesens, tout autre comportement","p6Pzs3iGwNk","bfm"
92,262.84,265.749,"serait absolument incompréhensible pour des Français qui supportent de plus en","p6Pzs3iGwNk","bfm"
93,265.749,267.04,"plus difficilement les outrances de la","p6Pzs3iGwNk","bfm"
94,267.04,272.15,"France insoumise et le cordon sanitaire factice et ça il l'écrit entre","p6Pzs3iGwNk","bfm"
95,272.15,274,"guillemets Nicolas Sarkozy autour d'un","p6Pzs3iGwNk","bfm"
96,274,277.99,"rassemblement national qui ne constitue pas un danger pour la République.","p6Pzs3iGwNk","bfm"
97,277.99,280.28,"Je crois qu'il a tout dit parce que il","p6Pzs3iGwNk","bfm"
98,280.28,284.23,"entend, il connaît le pays. Nicolas Sarkozi euh il voit que disent les","p6Pzs3iGwNk","bfm"
99,284.23,285.88,"électeurs. Les électeurs qui votent pour","p6Pzs3iGwNk","bfm"
100,285.88,289.99,"le Rassemblement national ne sont de parfaits républicain. Les dirigeants du","p6Pzs3iGwNk","bfm"
101,289.99,291.28,"Rassemblement national sont de parfaits","p6Pzs3iGwNk","bfm"
102,291.28,296.71,"républicains. Lorsqu'il rencontre Jordan Bardella, il voit, il comprend, il sait","p6Pzs3iGwNk","bfm"
103,296.71,297.919,"et il comprend la mu","p6Pzs3iGwNk","bfm"
104,297.919,300.67,"enf il dit il dit qu'il y a deux RN, hein. Il dit qu'il y a le RN de Jordan","p6Pzs3iGwNk","bfm"
105,300.67,302.68,"Bardella et le RN, dit-il canal","p6Pzs3iGwNk","bfm"
106,302.68,307.99,"historique notamment autour de la figure de Marine Le Pen dont il sent dont on","p6Pzs3iGwNk","bfm"
107,307.99,310.72,"sent que qu'ils n'ont pas du tout ses","p6Pzs3iGwNk","bfm"
108,310.72,314.55,"égards. Non, mais Nicolas Sarkozy ne promeut pas le Rassemblement national.","p6Pzs3iGwNk","bfm"
109,314.55,317.199,"Il reste euh un adversaire politique, il","p6Pzs3iGwNk","bfm"
110,317.199,320.67,"reste quelqu'un qui défend une autre ligne politique. Mais en revanche, mais","p6Pzs3iGwNk","bfm"
111,320.67,322.72,"en revanche, il est lucide. Il est","p6Pzs3iGwNk","bfm"
112,322.72,326.15,"lucide sur la MU qu'a entamé Marine Le Pen euh ce qu'elle a fait du Front","p6Pzs3iGwNk","bfm"
113,326.15,327.52,"National en le transformant en","p6Pzs3iGwNk","bfm"
114,327.52,332.11,"Rassemblement national. Euh, il est lucide sur ce que nous sommes. Il est","p6Pzs3iGwNk","bfm"
115,332.11,333.28,"lucide sur la force que nous","p6Pzs3iGwNk","bfm"
116,333.28,336.51,"représentons. C'est Chenu. C'est quoi la prochaine étape ? C'est en effet alors","p6Pzs3iGwNk","bfm"
117,336.51,338.039,"vous avez longtemps dit que vous étiez","p6Pzs3iGwNk","bfm"
118,338.039,339.909,"contre l'Union des droites. L'êtes-vous toujours","p6Pzs3iGwNk","bfm"
119,339.909,341.28,"d'ailleurs Nicolas Sarkozi parle pas","p6Pzs3iGwNk","bfm"
120,341.28,345.87,"d'union des droites. Il dit qu'il faut dépasser l'éclivage en empêchant le","p6Pzs3iGwNk","bfm"
121,345.87,347.68,"barrage républicain. Et c'est ça qui est","p6Pzs3iGwNk","bfm"
122,347.68,350.67,"intéressant, c'est qu'en fait nous on est pour le dépassement des clivages.","p6Pzs3iGwNk","bfm"
123,350.67,352.36,"Marine Le Pen l'a théorisé il y a bien","p6Pzs3iGwNk","bfm"
124,352.36,356.43,"longtemps et le barrage républicain n'est que simplement un retour, n'est","p6Pzs3iGwNk","bfm"
125,356.43,359.639,"que simplement une facilité que se donne","p6Pzs3iGwNk","bfm"
126,359.639,364.11,"le système pour conserver ses places. Mais il faut dépasser euh évidemment euh","p6Pzs3iGwNk","bfm"
127,364.11,364.88,"les droites.","p6Pzs3iGwNk","bfm"
128,364.88,368.23,"Je vous interroge dans un instant sur le budget, mais encore un mot sur là pour","p6Pzs3iGwNk","bfm"
129,368.23,369.759,"le coup pas le RN mais sur la situation","p6Pzs3iGwNk","bfm"
130,369.759,373.749,"de la France. Euh ça c'est dans les colonnes du journal Le Point que Nicolas","p6Pzs3iGwNk","bfm"
131,373.749,375.84,"Sarkozi dit la situation est grave. Les","p6Pzs3iGwNk","bfm"
132,375.84,382.909,"conditions d'une explosion ont rarement était ainsi à ce point réuni. Il estime","p6Pzs3iGwNk","bfm"
133,382.909,384.96,"que la France est en danger.","p6Pzs3iGwNk","bfm"
134,384.96,389.51,"Oui, la France est en danger. Elle peut basculer sur plusieurs points. Elle peut","p6Pzs3iGwNk","bfm"
135,389.51,391.12,"basculer parce qu'elle serait confrontée","p6Pzs3iGwNk","bfm"
136,391.12,394.15,"à une crise obligataire un moment ou un autre. On ne pourrait plus emprunter","p6Pzs3iGwNk","bfm"
137,394.15,396.16,"auquel nous empruntons aujourd'hui. Et","p6Pzs3iGwNk","bfm"
138,396.16,400.35,"alors ça veut dire que les pistes de sortie seraient très différentes et en","p6Pzs3iGwNk","bfm"
139,400.35,401.919,"tous les cas seraient très difficiles","p6Pzs3iGwNk","bfm"
140,401.919,405.51,"pour les Français. C'est le résultat des 8 ans d'Emmanuel Macron. La France peut","p6Pzs3iGwNk","bfm"
141,405.51,407.759,"basculer sur des questions de sécurité","p6Pzs3iGwNk","bfm"
142,407.759,411.51,"et d'ordre public. C'est le résultat de la politique par Emmanuel Macron, mais","p6Pzs3iGwNk","bfm"
143,411.51,412.599,"aussi tous ceux qui soutiennent","p6Pzs3iGwNk","bfm"
144,412.599,416.27,"aujourd'hui, les LR, les socialistes, on en parlera probablement avec cette","p6Pzs3iGwNk","bfm"
145,416.27,418.319,"histoire de budget, mais euh","p6Pzs3iGwNk","bfm"
146,418.319,422.79,"aujourd'hui, l'État du pays a été extrêmement abîmé par les 8 ans","p6Pzs3iGwNk","bfm"
147,422.79,424.599,"d'Emmanuel Macron qui aura été le pire","p6Pzs3iGwNk","bfm"
148,424.599,426.83,"président de la République que nous ayons connu.","p6Pzs3iGwNk","bfm"
149,426.83,429.44,"Sébastien Chenu, ce budget adopté pour","p6Pzs3iGwNk","bfm"
150,429.44,433.15,"vous, c'est pire que s'il n'y avait pas eu de budget.","p6Pzs3iGwNk","bfm"
151,433.15,435.28,"Ah bah, ce budget est le pire. budget,","p6Pzs3iGwNk","bfm"
152,435.28,440.909,"le pire PLFSS en tous les cas euh hors période de crise économique aigue, c'est","p6Pzs3iGwNk","bfm"
153,440.909,443.039,"le pire, 25 milliards d'euros euh","p6Pzs3iGwNk","bfm"
154,443.039,445.39,"supplémentaires effectivement de déficit.","p6Pzs3iGwNk","bfm"
155,445.39,446.84,"Alors ça effectivement c'est le chiffre","p6Pzs3iGwNk","bfm"
156,446.84,452.35,"que donne ce matin le ministre euh de l'économie Rolland l'Escure. Un chiffre","p6Pzs3iGwNk","bfm"
157,452.35,453.879,"qui n'est pas le même que celui","p6Pzs3iGwNk","bfm"
158,453.879,458.629,"qu'Amélie de Monchalin à ce même micro hier matin affirmait. Elle disait ce","p6Pzs3iGwNk","bfm"
159,458.629,461.84,"sera en dessous de 20 milliards. Et ce","p6Pzs3iGwNk","bfm"
160,461.84,466.149,"matin, en effet, Roland l'escur parle d'un déficit de 24,5 milliards d'euros","p6Pzs3iGwNk","bfm"
161,466.149,468.599,"pour la SQU en 2026 en prenant en compte","p6Pzs3iGwNk","bfm"
162,468.599,472.95,"le refinancement de l'État de 4,5 milliards. C'est bien loin de l'objectif","p6Pzs3iGwNk","bfm"
163,472.95,474.56,"initial de 17 milliards d'euros.","p6Pzs3iGwNk","bfm"
164,474.56,477.79,"Oui, mais ces gens-là en fait ne savent pas faire d'économie, ne savent qu'aller","p6Pzs3iGwNk","bfm"
